12
[287.44, 281.278, 275.4, 273.288, 270.695, 268.011, 266.093, 265.375, 265.092, 265.092, 265.092, 265.092]
[136.875, 135.283, 134.15, 137.372, 135.05, 136.957, 136.886, 137.09, 137.477, 137.419, 138.052, 138.052]
[-936.738, -915.075, -899.811, -943.553, -911.925, -937.861, -936.889, -939.683, -944.996, -944.199, -952.918, -952.918]
